posx,w,amount,posx1,posx2,center_to_center,edge_to_edge,eccentricity,setsize_cobdi,first.thisRepN,first.thisTrialN,first.thisN,first.thisIndex,second.thisRepN,second.thisTrialN,second.thisN,second.thisIndex,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,starting_width_deg,response_width_degree,response_width_pixel,adjusting.started,adjusting.stopped,next.keys,next.rt,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,participant,age,gender,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,16.819633799837902,None,c,10.672015599906445,,,,,,,,,,,,,,,,,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
10,0.25,,,,,,,,0,0,0,1,,,,,,,,,0.25,0.2,6.79209,28.97094489983283,None,return,2.2002263001631945,,,,,,,,,,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
10,0.1,,,,,,,,0,1,1,0,,,,,,,,,0.3,0.10000000000000002,3.39604,32.5878574999515,None,return,1.7669365000911057,,,,,,,,,,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
10,0.4,,,,,,,,0,2,2,2,,,,,,,,,0.4,0.25000000000000006,8.49011,35.52114179986529,None,return,1.857873500091955,,,,,,,,,,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
10,0.25,,,,,,,,1,0,3,1,,,,,,,,,0.3,0.25,8.49011,39.0544980999548,None,return,1.5087526000570506,,,,,,,,,,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
10,0.4,,,,,,,,1,1,4,2,,,,,,,,,0.35,0.25,8.49011,41.987849599914625,None,return,1.4872914999723434,,,,,,,,,,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
10,0.1,,,,,,,,1,2,5,0,,,,,,,,,0.45,0.10000000000000007,3.39604,45.40428470005281,None,return,3.04699039994739,,,,,,,,,,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
10,0.4,,,,,,,,2,0,6,2,,,,,,,,,0.15,0.35,11.88616,50.371172999963164,None,return,2.639814200112596,,,,,,,,,,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
10,0.25,,,,,,,,2,1,7,1,,,,,,,,,0.45,0.25000000000000006,8.49011,54.93769359984435,None,return,2.4412958999164402,,,,,,,,,,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
10,0.1,,,,,,,,2,2,8,0,,,,,,,,,0.45,0.10000000000000007,3.39604,58.55444990005344,None,return,3.1926625999622047,,,,,,,,,,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
10,0.25,,,,,,,,3,0,9,1,,,,,,,,,0.1,0.2,6.79209,63.67115499987267,None,return,1.996368900174275,,,,,,,,,,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
10,0.4,,,,,,,,3,1,10,2,,,,,,,,,0.1,0.44999999999999996,15.2822,67.58779699984007,None,return,2.5434267001692206,,,,,,,,,,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
10,0.1,,,,,,,,3,2,11,0,,,,,,,,,0.4,0.10000000000000007,3.39604,71.80449839984067,None,return,2.614566200179979,,,,,,,,,,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
10,0.25,,,,,,,,4,0,12,1,,,,,,,,,0.1,0.3,10.18813,76.08763480000198,None,return,2.4435821000952274,,,,,,,,,,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
10,0.1,,,,,,,,4,1,13,0,,,,,,,,,0.2,0.10000000000000002,3.39604,79.95438769995235,None,return,2.736653999891132,,,,,,,,,,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
10,0.4,,,,,,,,4,2,14,2,,,,,,,,,0.4,0.30000000000000004,10.18813,84.62086979998276,None,return,1.6222041000146419,,,,,,,,,,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
10,0.1,,,,,,,,5,0,15,0,,,,,,,,,0.3,0.05000000000000002,1.69802,87.42082290002145,None,return,2.070243500173092,,,,,,,,,,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
10,0.4,,,,,,,,5,1,16,2,,,,,,,,,0.25,0.3,10.18813,91.4209767000284,None,return,2.085966599872336,,,,,,,,,,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
10,0.25,,,,,,,,5,2,17,1,,,,,,,,,0.35,0.2,6.79209,94.93781869998202,None,return,2.329314300091937,,,,,,,,,,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.28789089992642,None,c,5.019521699985489,,,,,,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.4,2,11.3,12.3,0.5,0.1,11.8,5,,,,,0,0,0,17,,,,,,,,,,,,,,,,num_2,0,0.5489171999506652,104.25456249993294,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.1,2,11.600000000000001,12,0.2,0.1,11.8,5,,,,,0,1,1,5,,,,,,,,,,,,,,,,num_2,0,0.4804102999623865,105.9711392999161,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.4,2,11.3,12.3,0.5,0.1,11.8,3,,,,,0,2,2,13,,,,,,,,,,,,,,,,num_2,0,0.4322693001013249,108.37115029990673,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.1,1,11.8,99999,0.2,0.1,11.8,5,,,,,0,3,3,4,,,,,,,,,,,,,,,,num_1,0,0.3266255999915302,110.22088689985685,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.25,1,11.8,99999,0.35,0.1,11.8,3,,,,,0,4,4,6,,,,,,,,,,,,,,,,num_1,0,0.346669299993664,111.7209220000077,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.25,2,11.450000000000001,12.15,0.35,0.1,11.8,3,,,,,0,5,5,7,,,,,,,,,,,,,,,,num_2,0,0.41588090010918677,113.98753000004217,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.25,2,11.04,11.66,0.31,0.06,11.35,4,,,,,0,6,6,9,,,,,,,,,,,,,,,,num_2,0,0.3543884998653084,116.32102969987318,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.1,1,11.35,99999,0.16,0.06,11.35,4,,,,,0,7,7,2,,,,,,,,,,,,,,,,num_1,0,0.4392054998315871,118.60425739991479,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.1,1,11.8,99999,0.2,0.1,11.8,3,,,,,0,8,8,0,,,,,,,,,,,,,,,,num_1,0,0.40854529989883304,120.9710162000265,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.25,2,11.450000000000001,12.15,0.35,0.1,11.8,5,,,,,0,9,9,11,,,,,,,,,,,,,,,,num_2,0,0.4972907998599112,123.55429719993845,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.25,1,11.8,99999,0.35,0.1,11.8,5,,,,,0,10,10,10,,,,,,,,,,,,,,,,num_1,0,0.3182923998683691,125.22110980004072,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.4,1,11.8,99999,0.5,0.1,11.8,3,,,,,0,11,11,12,,,,,,,,,,,,,,,,num_1,0,0.5328356998506933,127.4543735999614,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.1,2,11.600000000000001,12,0.2,0.1,11.8,3,,,,,0,12,12,1,,,,,,,,,,,,,,,,num_2,0,0.4091789999511093,130.1544494999107,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.1,2,11.19,11.51,0.16,0.06,11.35,4,,,,,0,13,13,3,,,,,,,,,,,,,,,,num_2,0,0.2929205000400543,132.2377937999554,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.4,1,11.8,99999,0.5,0.1,11.8,5,,,,,0,14,14,16,,,,,,,,,,,,,,,,num_1,0,0.4347556000575423,134.70450959983282,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.4,2,10.889999999999999,11.81,0.46,0.06,11.35,4,,,,,0,15,15,15,,,,,,,,,,,,,,,,num_2,0,0.3407050999812782,137.05432999995537,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.25,1,11.35,99999,0.31,0.06,11.35,4,,,,,0,16,16,8,,,,,,,,,,,,,,,,num_1,0,0.3353571000043303,138.8208975000307,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.4,1,11.35,99999,0.46,0.06,11.35,4,,,,,0,17,17,14,,,,,,,,,,,,,,,,num_1,0,0.5061451001092792,141.33752910001203,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.4,1,11.8,99999,0.5,0.1,11.8,5,,,,,1,0,18,16,,,,,,,,,,,,,,,,num_1,0,0.3229308999143541,143.5209293998778,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.25,2,11.04,11.66,0.31,0.06,11.35,4,,,,,1,1,19,9,,,,,,,,,,,,,,,,num_2,0,0.43849469977431,145.02098069991916,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.25,2,11.450000000000001,12.15,0.35,0.1,11.8,5,,,,,1,2,20,11,,,,,,,,,,,,,,,,num_2,0,0.414064799901098,147.6374009998981,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.4,1,11.8,99999,0.5,0.1,11.8,3,,,,,1,3,21,12,,,,,,,,,,,,,,,,num_1,0,0.4466356001794338,149.22097539994866,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.1,1,11.35,99999,0.16,0.06,11.35,4,,,,,1,4,22,2,,,,,,,,,,,,,,,,num_1,0,0.3835500997956842,151.58752749999985,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.25,1,11.8,99999,0.35,0.1,11.8,5,,,,,1,5,23,10,,,,,,,,,,,,,,,,num_1,0,0.44576409994624555,153.63778440002352,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.4,2,11.3,12.3,0.5,0.1,11.8,5,,,,,1,6,24,17,,,,,,,,,,,,,,,,num_2,0,0.383271099999547,156.00406369986013,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.1,2,11.19,11.51,0.16,0.06,11.35,4,,,,,1,7,25,3,,,,,,,,,,,,,,,,num_2,0,1.009275099961087,157.55431949999183,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.25,2,11.450000000000001,12.15,0.35,0.1,11.8,3,,,,,1,8,26,7,,,,,,,,,,,,,,,,num_2,0,0.4853299001697451,160.23763850005344,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.4,2,10.889999999999999,11.81,0.46,0.06,11.35,4,,,,,1,9,27,15,,,,,,,,,,,,,,,,num_2,0,0.41914899996481836,161.90427089994773,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.25,1,11.35,99999,0.31,0.06,11.35,4,,,,,1,10,28,8,,,,,,,,,,,,,,,,num_1,0,0.4314057999290526,164.00416280003265,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.1,1,11.8,99999,0.2,0.1,11.8,5,,,,,1,11,29,4,,,,,,,,,,,,,,,,num_1,0,0.2989770001731813,166.10445999982767,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.1,2,11.600000000000001,12,0.2,0.1,11.8,3,,,,,1,12,30,1,,,,,,,,,,,,,,,,num_2,0,0.3682183001656085,167.57074619992636,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.4,2,11.3,12.3,0.5,0.1,11.8,3,,,,,1,13,31,13,,,,,,,,,,,,,,,,num_2,0,0.3550861000549048,169.10447070002556,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.25,1,11.8,99999,0.35,0.1,11.8,3,,,,,1,14,32,6,,,,,,,,,,,,,,,,num_1,0,0.37985100015066564,170.88770639989525,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.4,1,11.35,99999,0.46,0.06,11.35,4,,,,,1,15,33,14,,,,,,,,,,,,,,,,num_2,0,0.33979250001721084,172.68765099998564,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.1,1,11.8,99999,0.2,0.1,11.8,3,,,,,1,16,34,0,,,,,,,,,,,,,,,,num_1,0,0.6371582001447678,174.45435789995827,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.1,2,11.600000000000001,12,0.2,0.1,11.8,5,,,,,1,17,35,5,,,,,,,,,,,,,,,,num_2,0,0.6042903999332339,177.2709593998734,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.1,2,11.600000000000001,12,0.2,0.1,11.8,3,,,,,2,0,36,1,,,,,,,,,,,,,,,,num_2,0,0.5486327998805791,179.05423590005375,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.4,1,11.8,99999,0.5,0.1,11.8,5,,,,,2,1,37,16,,,,,,,,,,,,,,,,num_1,0,0.44011870003305376,181.77110520005226,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.25,2,11.450000000000001,12.15,0.35,0.1,11.8,5,,,,,2,2,38,11,,,,,,,,,,,,,,,,num_2,0,0.6717666001059115,184.3875647999812,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.4,2,11.3,12.3,0.5,0.1,11.8,5,,,,,2,3,39,17,,,,,,,,,,,,,,,,num_2,0,0.42834270000457764,186.48753209994175,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.4,2,11.3,12.3,0.5,0.1,11.8,3,,,,,2,4,40,13,,,,,,,,,,,,,,,,num_2,0,0.33772230008617043,188.33754540001974,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.1,1,11.8,99999,0.2,0.1,11.8,3,,,,,2,5,41,0,,,,,,,,,,,,,,,,num_1,0,0.4652370000258088,190.35420829989016,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.1,2,11.600000000000001,12,0.2,0.1,11.8,5,,,,,2,6,42,5,,,,,,,,,,,,,,,,num_2,0,0.4597304000053555,192.48768260004,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
,0.25,1,11.8,99999,0.35,0.1,11.8,5,,,,,2,7,43,10,,,,,,,,,,,,,,,,num_1,0,0.6503824000246823,194.12096380000003,None,,,3,23,female,2023_Aug_14_1514,control,2021.2.3,60.007476890752585,
