posx,w,amount,posx1,posx2,center_to_center,edge_to_edge,eccentricity,setsize_cobdi,first.thisRepN,first.thisTrialN,first.thisN,first.thisIndex,second.thisRepN,second.thisTrialN,second.thisN,second.thisIndex,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,starting_width_deg,response_width_degree,response_width_pixel,adjusting.started,adjusting.stopped,next.keys,next.rt,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,participant,age,gender,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,73.98043029999826,None,c,23.592151499935426,,,,,,,,,,,,,,,,,,,10,21,female,2023_Aug_28_1626,control,2021.2.3,59.97961892391413,
10,0.25,,,,,,,,0,0,0,1,,,,,,,,,0.2,0.2,6.79209,99.55630880000535,None,return,2.6401374000124633,,,,,,,,,,,,10,21,female,2023_Aug_28_1626,control,2021.2.3,59.97961892391413,
10,0.4,,,,,,,,0,1,1,2,,,,,,,,,0.25,0.35,11.88616,104.37308689998463,None,return,2.431335699977353,,,,,,,,,,,,10,21,female,2023_Aug_28_1626,control,2021.2.3,59.97961892391413,
10,0.1,,,,,,,,0,2,2,0,,,,,,,,,0.25,0.15000000000000002,5.09407,108.47309280000627,None,return,2.8115367999998853,,,,,,,,,,,,10,21,female,2023_Aug_28_1626,control,2021.2.3,59.97961892391413,
10,0.4,,,,,,,,1,0,3,2,,,,,,,,,0.1,0.35,11.88616,112.45630620000884,None,return,2.667981900041923,,,,,,,,,,,,10,21,female,2023_Aug_28_1626,control,2021.2.3,59.97961892391413,
10,0.25,,,,,,,,1,1,4,1,,,,,,,,,0.45,0.25000000000000006,8.49011,116.2897656999994,None,return,2.0028928000247106,,,,,,,,,,,,10,21,female,2023_Aug_28_1626,control,2021.2.3,59.97961892391413,
10,0.1,,,,,,,,1,2,5,0,,,,,,,,,0.35,0.10000000000000002,3.39604,120.47310299996752,None,return,2.1713784999446943,,,,,,,,,,,,10,21,female,2023_Aug_28_1626,control,2021.2.3,59.97961892391413,
10,0.25,,,,,,,,2,0,6,1,,,,,,,,,0.15,0.3,10.18813,124.57284159993287,None,return,2.3755197999998927,,,,,,,,,,,,10,21,female,2023_Aug_28_1626,control,2021.2.3,59.97961892391413,
10,0.1,,,,,,,,2,1,7,0,,,,,,,,,0.4,0.15000000000000008,5.09407,128.62310309999157,None,return,2.6453723999438807,,,,,,,,,,,,10,21,female,2023_Aug_28_1626,control,2021.2.3,59.97961892391413,
10,0.4,,,,,,,,2,2,8,2,,,,,,,,,0.3,0.35,11.88616,133.1897278999677,None,return,1.6789582000346854,,,,,,,,,,,,10,21,female,2023_Aug_28_1626,control,2021.2.3,59.97961892391413,
