posx,w,amount,posx1,posx2,center_to_center,edge_to_edge,eccentricity,setsize_cobdi,first.thisRepN,first.thisTrialN,first.thisN,first.thisIndex,second.thisRepN,second.thisTrialN,second.thisN,second.thisIndex,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,starting_width_deg,response_width_degree,response_width_pixel,adjusting.started,adjusting.stopped,next.keys,next.rt,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,participant,age,gender,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,14.431880900054239,None,c,15.015055699972436,,,,,,,,,,,,,,,,,,,16,21,female,2023_Oct_17_1541,control,2021.2.3,59.99332873993486,
10,0.4,,,,,,,,0,0,0,2,,,,,,,,,0.1,0.39999999999999997,13.58418,31.412369700032286,None,return,10.59453439997742,,,,,,,,,,,,16,21,female,2023_Oct_17_1541,control,2021.2.3,59.99332873993486,
10,0.1,,,,,,,,0,1,1,0,,,,,,,,,0.1,0.1,3.39604,43.67911790002836,None,return,1.5753221999621019,,,,,,,,,,,,16,21,female,2023_Oct_17_1541,control,2021.2.3,59.99332873993486,
10,0.25,,,,,,,,0,2,2,1,,,,,,,,,0.25,0.25,8.49011,47.428853500052355,None,return,2.385781599965412,,,,,,,,,,,,16,21,female,2023_Oct_17_1541,control,2021.2.3,59.99332873993486,
10,0.1,,,,,,,,1,0,3,0,,,,,,,,,0.1,0.1,3.39604,51.99574400001438,None,return,1.051314199983608,,,,,,,,,,,,16,21,female,2023_Oct_17_1541,control,2021.2.3,59.99332873993486,
10,0.25,,,,,,,,1,1,4,1,,,,,,,,,0.25,0.2,6.79209,54.96233810001286,None,return,2.4842689000070095,,,,,,,,,,,,16,21,female,2023_Oct_17_1541,control,2021.2.3,59.99332873993486,
10,0.4,,,,,,,,1,2,5,2,,,,,,,,,0.1,0.39999999999999997,13.58418,59.61241230001906,None,return,3.194167400011793,,,,,,,,,,,,16,21,female,2023_Oct_17_1541,control,2021.2.3,59.99332873993486,
10,0.25,,,,,,,,2,0,6,1,,,,,,,,,0.35,0.2,6.79209,64.9788093000534,None,return,2.0196986999944784,,,,,,,,,,,,16,21,female,2023_Oct_17_1541,control,2021.2.3,59.99332873993486,
10,0.1,,,,,,,,2,1,7,0,,,,,,,,,0.35,0.05000000000000002,1.69802,68.17907110002125,None,return,2.6755371000035666,,,,,,,,,,,,16,21,female,2023_Oct_17_1541,control,2021.2.3,59.99332873993486,
10,0.4,,,,,,,,2,2,8,2,,,,,,,,,0.1,0.35,11.88616,72.52885560004506,None,return,3.925793899979908,,,,,,,,,,,,16,21,female,2023_Oct_17_1541,control,2021.2.3,59.99332873993486,
