posx,w,amount,posx1,posx2,center_to_center,edge_to_edge,eccentricity,setsize_cobdi,first.thisRepN,first.thisTrialN,first.thisN,first.thisIndex,second.thisRepN,second.thisTrialN,second.thisN,second.thisIndex,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,starting_width_deg,response_width_degree,response_width_pixel,adjusting.started,adjusting.stopped,next.keys,next.rt,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,participant,age,gender,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,12.488207599999441,None,c,15.24358840000059,,,,,,,,,,,,,,,,,14,21,female,2023_Oct_10_1549,control,2021.2.3,60.079112175160574,
10,0.4,,,,,,,,0,0,0,2,,,,,,,,,0.2,0.35,11.88616,29.18698510000104,None,return,11.120204200000444,,,,,,,,,,14,21,female,2023_Oct_10_1549,control,2021.2.3,60.079112175160574,
10,0.1,,,,,,,,0,1,1,0,,,,,,,,,0.25,0.15000000000000002,5.09407,41.98698809999951,None,return,1.3130856000007043,,,,,,,,,,14,21,female,2023_Oct_10_1549,control,2021.2.3,60.079112175160574,
10,0.25,,,,,,,,0,2,2,1,,,,,,,,,0.35,0.2,6.79209,44.720182099999874,None,return,1.8911487999994279,,,,,,,,,,14,21,female,2023_Oct_10_1549,control,2021.2.3,60.079112175160574,
10,0.1,,,,,,,,1,0,3,0,,,,,,,,,0.3,0.15000000000000002,5.09407,48.03683920000003,None,return,1.95054859999982,,,,,,,,,,14,21,female,2023_Oct_10_1549,control,2021.2.3,60.079112175160574,
10,0.25,,,,,,,,1,1,4,1,,,,,,,,,0.1,0.35,11.88616,51.15360379999947,None,return,1.8735297999992326,,,,,,,,,,14,21,female,2023_Oct_10_1549,control,2021.2.3,60.079112175160574,
10,0.4,,,,,,,,1,2,5,2,,,,,,,,,0.25,0.35,11.88616,54.20360020000044,None,return,1.5598341000004439,,,,,,,,,,14,21,female,2023_Oct_10_1549,control,2021.2.3,60.079112175160574,
10,0.1,,,,,,,,2,0,6,0,,,,,,,,,0.25,0.15000000000000002,5.09407,57.686909600000945,None,return,1.3403378999992128,,,,,,,,,,14,21,female,2023_Oct_10_1549,control,2021.2.3,60.079112175160574,
10,0.25,,,,,,,,2,1,7,1,,,,,,,,,0.45,0.20000000000000007,6.79209,60.20347760000004,None,return,2.1675701000003755,,,,,,,,,,14,21,female,2023_Oct_10_1549,control,2021.2.3,60.079112175160574,
10,0.4,,,,,,,,2,2,8,2,,,,,,,,,0.25,0.44999999999999996,15.2822,64.03694329999962,None,return,1.3741828999991412,,,,,,,,,,14,21,female,2023_Oct_10_1549,control,2021.2.3,60.079112175160574,
